item_nbr,line,qty,owner,reception_nbr,doctype,created_date,closed,status,expected_date,provider_id,reception_type,file_path
714758,149,7,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714757,148,2,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714752,147,4,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714751,146,6,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714669,145,270,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714642,144,270,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714566,143,16,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714565,142,48,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714564,141,64,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714562,140,32,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714561,139,64,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714556,138,32,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714555,137,24,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714554,136,48,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714553,135,48,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714552,134,48,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714551,133,64,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714550,132,13,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714509,131,112,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714133,130,25,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714132,129,0,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714131,128,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714130,127,24,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714119,126,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714118,125,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714117,124,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714116,123,6,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714115,122,4,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714099,121,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714098,120,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714093,119,25,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714090,118,15,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714042,117,7,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713840,116,34,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713839,115,22,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713837,114,10,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713834,113,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713833,112,110,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713831,111,9,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713809,110,5,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713777,109,156,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713771,108,156,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713770,107,0,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713603,106,12,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713601,105,17,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713599,104,42,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713591,103,26,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713542,102,12,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713523,101,19,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713518,100,35,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713517,99,13,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713429,98,22,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713319,97,4,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713304,96,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713150,95,24,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713149,94,8,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713148,93,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713147,92,28,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713146,91,36,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713142,90,1,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713074,89,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713073,88,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712796,87,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712706,86,60,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712619,85,24,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712551,84,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712546,83,60,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712545,82,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712538,81,12,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712537,80,24,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712536,79,40,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712534,78,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712533,77,40,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712531,76,12,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712530,75,12,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712528,74,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712527,73,24,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712525,72,12,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712524,71,80,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712522,70,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712424,69,4,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712424,68,0,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712378,67,5,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712376,66,8,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712267,65,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712030,64,24,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712028,63,15,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712023,62,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712006,61,45,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712005,60,45,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712003,59,45,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712002,58,15,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711995,57,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711994,56,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711993,55,28,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711992,54,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711988,53,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711985,52,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711983,51,15,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711982,50,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711981,49,70,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711980,48,100,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711969,47,90,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711968,46,137,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711967,45,50,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711965,44,135,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711964,43,180,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711963,42,150,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711962,41,225,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711938,40,32,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711928,39,32,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711877,38,70,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711876,37,40,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711875,36,65,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711874,35,150,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711873,34,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711871,33,30,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711870,32,120,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711863,31,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711862,30,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711861,29,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711860,28,71,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711747,27,36,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711526,26,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711525,25,40,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711523,24,40,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711375,23,23,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711364,22,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711064,21,20,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711061,20,16,TIENDA-COPEC,TCPC-00030,Traslado,2024-04-11T09:04:41.083422,1,4,2024-04-11T09:04:41.458937,99520000-7,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
